,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,lat_long,place_id,house_number,road,neighbourhood,city,county,state,postcode,dist_fromlake,avg_price_by_zipcode,median_price_by_zipcode,sale_price,profit,day,month,quarter,year,year_week,median_price_quarter
11021,1761300340,2014-06-10,251750.0,3,2.0,1320,7200,1.0,0,0,5,7,1320,0,1975,0,98031,47.3947,-122.17399999999999,1540,7200,"47.3947,-122.17399999999999",230278799,12526,Southeast 232nd Street,,,King County,Washington,98031,28.112983565832128,300325.0184501845,288000.0,327275.0,75525.0,10,6,2014Q2,2014,2014-23,465000.0
11025,9557300560,2014-05-08,530000.0,3,1.75,1980,6760,1.0,0,0,4,8,1980,0,1973,0,98008,47.6398,-122.113,2120,7280,"47.6398,-122.113",296027587,3274,170th Avenue Northeast,,Bellevue,King County,Washington,98008,10.957896876249809,645507.3780918728,545000.0,689000.0,159000.0,8,5,2014Q2,2014,2014-18,465000.0
11035,2787311480,2014-09-29,253000.0,3,1.75,1570,7416,1.0,0,0,4,7,1570,0,1971,0,98031,47.4117,-122.17399999999999,1900,7416,"47.4117,-122.17399999999999",230053262,12525,Southeast 212th Place,Hillshire Terrace,,King County,Washington,98031,26.275607968779916,300325.0184501845,288000.0,328900.0,75900.0,29,9,2014Q3,2014,2014-39,450000.0
11038,2525300200,2014-05-15,215000.0,3,1.0,1160,10384,1.0,0,0,4,6,1160,0,1969,0,98038,47.3634,-122.027,1200,9880,"47.3634,-122.027",220169661,26516,235th Avenue Southeast,Fernwood Estates,,King County,Washington,98038,35.445603426257854,367144.8532423208,342250.0,279500.0,64500.0,15,5,2014Q2,2014,2014-19,465000.0
11048,8857320030,2014-11-07,515000.0,3,2.0,1810,2738,2.0,0,0,4,9,1810,0,1979,0,98008,47.6112,-122.115,1760,2754,"47.6112,-122.115",296087972,128,168th Avenue Northeast,,Bellevue,King County,Washington,98008,11.302992942999566,645507.3780918728,545000.0,669500.0,154500.0,7,11,2014Q4,2014,2014-44,439000.0
11049,685000160,2015-02-12,770000.0,4,1.75,2520,8442,1.0,0,0,4,7,1640,880,1953,0,98004,47.6317,-122.205,2110,8442,"47.6317,-122.205",296162008,10163,Northeast 24th Street,Ashwood,Bellevue,King County,Washington,98004,4.19108656189156,1354599.634920635,1150000.0,1001000.0,231000.0,12,2,2015Q1,2015,2015-06,440000.0
11051,9144100126,2014-08-21,489900.0,3,1.0,1680,8910,1.0,0,0,4,7,1680,0,1940,0,98117,47.7011,-122.375,1620,7182,"47.7011,-122.375",155637200,9728,Mary Avenue Northwest,Blue Ridge,Seattle,King County,Washington,98117,10.952254966317842,575643.4105839416,542500.0,636870.0,146970.0,21,8,2014Q3,2014,2014-33,450000.0
11052,7149410060,2014-08-20,165000.0,3,1.5,1250,7200,1.0,0,0,4,7,1250,0,1978,0,98032,47.3678,-122.28200000000001,1250,7560,"47.3678,-122.28200000000001",230920365,4022,South 261st Street,,,King County,Washington,98032,30.413534611855006,251195.7723577236,249000.0,214500.0,49500.0,20,8,2014Q3,2014,2014-33,450000.0
11053,3388000640,2015-03-18,220000.0,3,1.5,1280,7742,1.0,0,0,4,7,1280,0,1962,0,98031,47.3947,-122.197,1450,8316,"47.3947,-122.197",229851936,10804,Southeast 232nd Street,,,King County,Washington,98031,27.770629345164107,300325.0184501845,288000.0,286000.0,66000.0,18,3,2015Q1,2015,2015-11,440000.0
11059,2436700800,2014-05-16,620000.0,3,2.25,1720,4000,1.5,0,0,4,7,1450,270,1921,0,98105,47.6683,-122.286,1410,4000,"47.6683,-122.286",156694136,5255,39th Avenue Northeast,Laurelhurst,Seattle,King County,Washington,98105,3.6480928512633417,862825.2314410481,675000.0,806000.0,186000.0,16,5,2014Q2,2014,2014-19,465000.0
11061,9414610320,2015-01-16,463000.0,4,2.5,2680,9928,1.0,0,0,4,8,1340,1340,1974,0,98027,47.5219,-122.052,2180,10478,"47.5219,-122.052",296086779,1070,Highwood Drive Southwest,,,King County,Washington,98027,20.412895944542605,617141.4209245743,571000.0,601900.0,138900.0,16,1,2015Q1,2015,2015-02,440000.0
11069,5710610520,2015-02-26,454900.0,3,1.75,2130,9775,1.0,0,0,4,8,1430,700,1973,0,98027,47.5326,-122.04899999999999,2130,11250,"47.5326,-122.04899999999999",296021486,211,Capella Drive Northwest,,,King County,Washington,98027,19.839732546115467,617141.4209245743,571000.0,591370.0,136470.0,26,2,2015Q1,2015,2015-08,440000.0
11072,7338401230,2014-08-28,285000.0,3,1.75,1020,5000,1.0,0,0,5,6,1020,0,1954,0,98118,47.5332,-122.29,1360,5000,"47.5332,-122.29",157901007,3218,South Portland Street,,Seattle,King County,Washington,98118,12.193884652566407,417314.8915662651,366175.0,370500.0,85500.0,28,8,2014Q3,2014,2014-34,450000.0
11078,1422029117,2014-07-11,319000.0,3,1.75,1640,53400,1.0,0,0,4,7,1640,0,1966,0,98070,47.3944,-122.506,1850,380279,"47.3944,-122.506",296064127,13352,Southwest Reddings Beach Road,,,King County,Washington,98070,33.08394652636509,490763.7586206897,466250.0,414700.0,95700.0,11,7,2014Q3,2014,2014-27,450000.0
11084,1774220400,2014-05-13,591000.0,4,2.25,2710,38180,2.0,0,0,4,8,2710,0,1977,0,98077,47.77,-122.09700000000001,2590,38180,"47.77,-122.09700000000001",296077050,18166,Northeast 196th Street,,,King County,Washington,98077,18.802332636083168,682326.1530612245,652475.0,768300.0,177300.0,13,5,2014Q2,2014,2014-19,465000.0
11092,3352402272,2014-06-11,230000.0,5,2.0,1910,7200,1.0,0,0,4,6,1110,800,1951,0,98178,47.4975,-122.26100000000001,1150,5948,"47.4975,-122.26100000000001",158752055,11286,57th Avenue South,,Seattle,King County,Washington,98178,15.944025252511425,310622.6434108527,279000.0,299000.0,69000.0,11,6,2014Q2,2014,2014-23,465000.0
11099,7309100070,2014-12-12,600000.0,4,1.75,1700,7800,1.0,0,0,4,8,1700,0,1975,0,98052,47.651,-122.119,2430,8342,"47.651,-122.119",193796748,,Northeast 46th Street,,,King County,Washington,98052-5491,10.566635513219973,645894.7565674256,615000.0,780000.0,180000.0,12,12,2014Q4,2014,2014-49,439000.0
11102,259800060,2014-06-06,445000.0,4,2.0,1470,8395,1.0,0,0,4,7,1470,0,1965,0,98008,47.631,-122.117,1760,7976,"47.631,-122.117",296071666,16726,Northeast 23rd Place,,Bellevue,King County,Washington,98008,10.714951124461464,645507.3780918728,545000.0,578500.0,133500.0,6,6,2014Q2,2014,2014-22,465000.0
11104,7504180070,2014-11-11,577000.0,3,1.5,1560,20251,1.0,0,0,5,7,1200,360,1989,0,98074,47.619,-122.054,1560,19119,"47.619,-122.054",296001204,21412,Northeast 10th Place,,,King County,Washington,98074,15.57193618626425,686926.7747126437,645000.0,750100.0,173100.0,11,11,2014Q4,2014,2014-45,439000.0
11112,1090000075,2014-12-16,393000.0,2,1.0,1020,4200,1.0,0,0,5,6,1020,0,1923,0,98136,47.5319,-122.391,1660,4200,"47.5319,-122.391",156592480,4437,Southwest Kenyon Place,,Seattle,King County,Washington,98136,15.636185932565004,551688.6730038023,489950.0,510900.0,117900.0,16,12,2014Q4,2014,2014-50,439000.0
11120,2600040160,2014-10-31,753000.0,3,2.25,2290,9047,2.0,0,0,4,8,2290,0,1984,0,98006,47.5545,-122.163,2120,9275,"47.5545,-122.163",296070487,5223,Forest Drive Southeast,,Bellevue,King County,Washington,98006,12.01452897736447,856565.3040816326,760000.0,978900.0,225900.0,31,10,2014Q4,2014,2014-43,439000.0
11125,7941600390,2014-06-23,225000.0,3,1.75,1580,8820,1.0,0,0,4,7,1580,0,1967,0,98003,47.317,-122.325,1280,8500,"47.317,-122.325",232822004,31711,7th Place South,,,King County,Washington,98003,36.35159259980483,294225.39130434784,266500.0,292500.0,67500.0,23,6,2014Q2,2014,2014-25,465000.0
11131,8645500370,2014-12-03,260000.0,4,1.0,1740,8100,1.0,0,0,4,7,1020,720,1962,0,98058,47.467,-122.185,1600,8949,"47.467,-122.185",230503556,1500,Ferndale Avenue Southeast,Tiffany Park,,King County,Washington,98058,20.12182568177384,354019.7982261641,335000.0,338000.0,78000.0,3,12,2014Q4,2014,2014-48,439000.0
11140,2473440070,2015-03-20,270000.0,3,2.25,1500,7410,1.0,0,0,4,7,1500,0,1973,0,98058,47.4597,-122.162,1750,7990,"47.4597,-122.162",233421328,13325,Southeast 159th Place,Fairwood West,,King County,Washington,98058,21.427968940265977,354019.7982261641,335000.0,351000.0,81000.0,20,3,2015Q1,2015,2015-11,440000.0
11142,7905400160,2015-02-11,246900.0,3,1.5,1370,9800,1.0,0,0,5,7,1370,0,1968,0,98001,47.3068,-122.27,1370,9800,"47.3068,-122.27",234396208,5120,South 329th Place,,,King County,Washington,98001,37.15717253338898,281383.6536312849,260000.0,320970.0,74070.0,11,2,2015Q1,2015,2015-06,440000.0
11145,6600400370,2014-09-10,215000.0,3,1.0,1190,7500,1.0,0,0,5,7,1190,0,1968,0,98042,47.3248,-122.14200000000001,1200,9750,"47.3248,-122.14200000000001",231413882,14921,Southeast 309th Street,Wynaco,,King County,Washington,98042,36.234446721543016,311748.1575091575,292000.0,279500.0,64500.0,10,9,2014Q3,2014,2014-36,450000.0
11148,1843200350,2014-07-22,150000.0,2,1.5,1360,1934,2.0,0,0,4,7,1360,0,1978,0,98092,47.2857,-122.189,1360,1898,"47.2857,-122.189",233285631,3014,28th Street Southeast,,,King County,Washington,98092,39.84611120916773,334921.0626780627,309780.0,195000.0,45000.0,22,7,2014Q3,2014,2014-29,450000.0
11149,3750600566,2014-12-15,199950.0,2,1.75,870,18537,1.0,0,0,4,6,870,0,1946,0,98001,47.275,-122.27799999999999,1300,22800,"47.275,-122.27799999999999",232527035,36404,Military Road South,Jovita,,King County,Washington,98001,40.70880492695408,281383.6536312849,260000.0,259935.0,59985.0,15,12,2014Q4,2014,2014-50,439000.0
11154,5459000240,2014-06-04,785000.0,3,1.75,1670,9600,1.0,0,0,5,8,1670,0,1961,0,98040,47.5754,-122.23299999999999,1900,9600,"47.5754,-122.23299999999999",296162288,3920,79th Avenue Southeast,Mercer Heights,,King County,Washington,98040,7.542626630545883,1194230.0212765958,993750.0,1020500.0,235500.0,4,6,2014Q2,2014,2014-22,465000.0
11158,7968460240,2015-02-11,257000.0,3,1.75,1330,36537,1.0,0,0,4,7,1330,0,1989,0,98092,47.3126,-122.12899999999999,1650,35100,"47.3126,-122.12899999999999",231637008,15938,Southeast 323rd Street,,,King County,Washington,98092,37.79319865398275,334921.0626780627,309780.0,334100.0,77100.0,11,2,2015Q1,2015,2015-06,440000.0
11159,9827700105,2014-09-17,549000.0,3,2.0,2330,3600,1.5,0,0,4,7,1580,750,1900,0,98122,47.6025,-122.303,1750,3600,"47.6025,-122.303",156862720,129,23rd Avenue,,Seattle,King County,Washington,98122,5.382147509243601,635067.3079584775,574000.0,713700.0,164700.0,17,9,2014Q3,2014,2014-37,450000.0
11180,5101402435,2014-06-03,312000.0,3,2.25,1540,5338,1.0,0,0,5,7,770,770,1954,0,98115,47.6942,-122.304,1680,6525,"47.6942,-122.304",155557273,9014,Ravenna Avenue Northeast,Wedgwood,Seattle,King County,Washington,98115,6.810082978565204,618890.6579861111,564750.0,405600.0,93600.0,3,6,2014Q2,2014,2014-22,465000.0
11183,5315101716,2015-02-25,780000.0,3,1.75,1690,13500,1.0,0,0,4,7,1690,0,1978,0,98040,47.5897,-122.23299999999999,1950,10500,"47.5897,-122.23299999999999",296140228,7842,Southeast 24th Street,Beaumont,,King County,Washington,98040,6.021829014783385,1194230.0212765958,993750.0,1014000.0,234000.0,25,2,2015Q1,2015,2015-08,440000.0
11184,5035300570,2014-09-23,650000.0,3,2.0,2300,5000,1.0,0,0,4,8,1150,1150,1938,0,98199,47.6521,-122.413,2300,5000,"47.6521,-122.413",156992696,3530,43rd Avenue West,Carleton Park,Seattle,King County,Washington,98199,11.585125948738256,791579.7341772151,687400.0,845000.0,195000.0,23,9,2014Q3,2014,2014-38,450000.0
11187,2141330560,2014-07-25,671500.0,4,2.25,2130,8410,2.0,0,0,4,8,2130,0,1977,0,98006,47.5589,-122.12799999999999,2170,8400,"47.5589,-122.12799999999999",296095188,4843,159th Place Southeast,,Bellevue,King County,Washington,98006,13.414512459236617,856565.3040816326,760000.0,872950.0,201450.0,25,7,2014Q3,2014,2014-29,450000.0
11192,2223059053,2015-03-11,230000.0,2,1.0,800,17965,1.0,0,0,4,5,800,0,1942,0,98058,47.4693,-122.161,1500,8925,"47.4693,-122.161",229628658,14807,135th Avenue Southeast,,,King County,Washington,98058,20.454255096600487,354019.7982261641,335000.0,299000.0,69000.0,11,3,2015Q1,2015,2015-10,440000.0
11194,6703100140,2014-08-22,345000.0,3,1.0,1200,6628,1.0,0,0,4,7,1200,0,1952,0,98155,47.7367,-122.319,1330,6768,"47.7367,-122.319",296081214,14801,9th Place Northeast,,,King County,Washington,98155,11.555002297799243,422794.47963800904,374000.0,448500.0,103500.0,22,8,2014Q3,2014,2014-33,450000.0
11212,4040400340,2014-09-05,460000.0,3,1.75,1420,8250,1.0,0,0,4,7,1420,0,1960,0,98007,47.6112,-122.133,2020,8250,"47.6112,-122.133",296028743,190,155th Avenue Northeast,,Bellevue,King County,Washington,98007,10.02058104278132,618189.3309352518,555000.0,598000.0,138000.0,5,9,2014Q3,2014,2014-35,450000.0
11218,2207000060,2014-08-18,500000.0,3,1.5,1960,8815,1.0,0,0,4,7,1020,940,1958,0,98006,47.5765,-122.15899999999999,1760,9534,"47.5765,-122.15899999999999",296072465,3761,136th Avenue Southeast,,Bellevue,King County,Washington,98006,10.379481425060083,856565.3040816326,760000.0,650000.0,150000.0,18,8,2014Q3,2014,2014-33,450000.0
11220,1232001480,2014-07-10,445000.0,2,1.0,840,3840,1.0,0,0,4,7,840,0,1926,0,98117,47.684,-122.37799999999999,1310,3840,"47.684,-122.37799999999999",155800038,7525,16th Avenue Northwest,Whittier Heights,Seattle,King County,Washington,98117,10.103173654244692,575643.4105839416,542500.0,578500.0,133500.0,10,7,2014Q3,2014,2014-27,450000.0
11223,3438500677,2014-06-13,305000.0,3,1.5,1210,5240,1.0,0,0,4,7,610,600,1983,0,98106,47.5524,-122.35600000000001,1560,5240,"47.5524,-122.35600000000001",158503320,5445,17th Avenue Southwest,,Seattle,King County,Washington,98106,12.224319697748209,318349.62613981764,313500.0,396500.0,91500.0,13,6,2014Q2,2014,2014-23,465000.0
11236,9512501370,2014-11-05,544300.0,4,1.75,1560,9000,1.0,0,0,5,7,1560,0,1969,0,98052,47.6707,-122.149,1510,8848,"47.6707,-122.149",211336237,7319,143rd Avenue Northeast,,,King County,Washington,98052-4176,8.89836858101999,645894.7565674256,615000.0,707590.0,163290.0,5,11,2014Q4,2014,2014-44,439000.0
11240,3046200125,2015-04-06,202000.0,2,1.0,740,6550,1.0,0,0,4,5,740,0,1946,0,98168,47.4807,-122.33200000000001,1080,8515,"47.4807,-122.33200000000001",235728699,13624,Occidental Avenue South,Beverly Park,,King County,Washington,98168,18.62928702653729,241330.80303030304,237000.0,262600.0,60600.0,6,4,2015Q2,2015,2015-14,475000.0
11246,1421069117,2015-04-17,240000.0,3,1.5,1460,13503,1.0,0,0,4,6,1460,0,1977,0,98010,47.3119,-122.015,1460,13394,"47.3119,-122.015",234095311,24521,Roberts Drive,,Black Diamond,King County,Washington,98010,40.92873363389835,420874.7373737374,359999.0,312000.0,72000.0,17,4,2015Q2,2015,2015-15,475000.0
11252,1795500060,2014-10-21,198400.0,3,1.0,1040,8645,1.0,0,0,4,7,1040,0,1962,0,98042,47.3631,-122.116,1290,8645,"47.3631,-122.116",230849701,26621,170th Avenue Southeast,,,King County,Washington,98042,32.70886822029601,311748.1575091575,292000.0,257920.0,59520.0,21,10,2014Q4,2014,2014-42,439000.0
11255,5453700060,2015-02-24,875000.0,4,1.75,2180,9726,1.0,0,0,4,9,2180,0,1966,0,98040,47.5359,-122.23299999999999,2560,10244,"47.5359,-122.23299999999999",296145079,7998,Southeast 75th Place,,,King County,Washington,98040,11.83842541975708,1194230.0212765958,993750.0,1137500.0,262500.0,24,2,2015Q1,2015,2015-08,440000.0
11261,6071300550,2014-08-22,600000.0,4,2.5,2370,9135,1.0,0,0,4,8,1600,770,1967,0,98006,47.5564,-122.177,2050,9468,"47.5564,-122.177",296136830,12076,Southeast 52nd Street,,Bellevue,King County,Washington,98006,11.237581075701542,856565.3040816326,760000.0,780000.0,180000.0,22,8,2014Q3,2014,2014-33,450000.0
11263,8122100392,2014-10-28,292500.0,2,1.0,750,5026,1.0,0,0,4,6,750,0,1942,0,98126,47.5368,-122.374,1260,5040,"47.5368,-122.374",161144358,7321,32nd Avenue Southwest,High Point,Seattle,King County,Washington,98126,14.42234627274015,424377.98295454547,395750.0,380250.0,87750.0,28,10,2014Q4,2014,2014-43,439000.0
11272,6430000070,2014-10-27,355000.0,3,0.75,1420,3060,1.0,0,0,4,7,860,560,1923,0,98103,47.6872,-122.346,1350,4000,"47.6872,-122.346",157073155,928,North 80th Street,,Seattle,King County,Washington,98103,8.290291019080211,584334.4991652755,550000.0,461500.0,106500.0,27,10,2014Q4,2014,2014-43,439000.0
11273,5530000030,2015-01-26,233000.0,4,2.0,2130,9579,1.0,0,0,4,7,1250,880,1968,0,98001,47.3069,-122.271,1590,9800,"47.3069,-122.271",231395958,32837,51st Avenue South,,,King County,Washington,98001,37.14776641681047,281383.6536312849,260000.0,302900.0,69900.0,26,1,2015Q1,2015,2015-04,440000.0
11275,3211100570,2014-08-11,317500.0,4,2.5,2150,9000,1.0,0,0,4,7,1360,790,1979,0,98059,47.4785,-122.16,1620,8400,"47.4785,-122.16",231013661,406,Anacortes Avenue Southeast,Heather Downs,,King County,Washington,98059,19.531762747422167,494370.18279569893,435000.0,412750.0,95250.0,11,8,2014Q3,2014,2014-32,450000.0
11278,323059208,2014-06-03,320000.0,3,2.0,1880,10758,1.0,0,0,5,6,940,940,1952,0,98059,47.5091,-122.14399999999999,2060,21000,"47.5091,-122.14399999999999",231914512,14712,Southeast 105th Place,,,King County,Washington,98059,17.013895949534668,494370.18279569893,435000.0,416000.0,96000.0,3,6,2014Q2,2014,2014-22,465000.0
11280,3768000030,2014-07-14,325000.0,3,1.75,1010,7171,1.0,0,0,4,7,1010,0,1967,0,98034,47.7317,-122.23100000000001,1250,7560,"47.7317,-122.23100000000001",180541258,8215,Northeast 144th Street,,,King County,Washington,98034,10.317439633490899,521148.0810313076,445000.0,422500.0,97500.0,14,7,2014Q3,2014,2014-28,450000.0
11284,5438000160,2014-06-09,213400.0,3,1.5,1150,8686,1.0,0,0,4,7,1150,0,1963,0,98055,47.4417,-122.194,1760,8798,"47.4417,-122.194",231703522,11002,Southeast 180th Street,,,King County,Washington,98055,22.68326500479536,303985.5576923077,293500.0,277420.0,64020.0,9,6,2014Q2,2014,2014-23,465000.0
11290,5706200370,2014-08-06,550000.0,4,2.75,2230,9460,1.0,0,0,5,7,1480,750,1960,0,98027,47.5246,-122.044,1760,10878,"47.5246,-122.044",296086810,502,Mountain Park Boulevard Southwest,,,King County,Washington,98027,20.684153646908346,617141.4209245743,571000.0,715000.0,165000.0,6,8,2014Q3,2014,2014-31,450000.0
11295,2220069196,2014-08-11,253500.0,3,1.0,1220,20400,1.0,0,0,5,6,1220,0,1959,0,98022,47.2063,-122.023,1640,53578,"47.2063,-122.023",233208472,44019,239th Place Southeast,,,King County,Washington,98022,51.488335407902134,315709.30341880344,279500.0,329550.0,76050.0,11,8,2014Q3,2014,2014-32,450000.0
11303,9287801455,2014-10-28,484950.0,2,1.0,1000,4956,1.0,0,2,4,7,1000,0,1916,0,98107,47.6753,-122.36,1830,4959,"47.6753,-122.36",155293662,6227,2nd Avenue Northwest,,Seattle,King County,Washington,98107,8.460751859369086,579125.7916666666,529950.0,630435.0,145485.0,28,10,2014Q4,2014,2014-43,439000.0
11309,9222400565,2014-10-17,474000.0,2,1.0,1100,3500,1.0,0,0,5,7,1100,0,1908,0,98115,47.6741,-122.323,2050,4000,"47.6741,-122.323",157408625,6058,5th Avenue Northeast,Meridian,Seattle,King County,Washington,98115,6.036542349173836,618890.6579861111,564750.0,616200.0,142200.0,17,10,2014Q4,2014,2014-41,439000.0
11310,7116500125,2014-05-28,189000.0,2,2.0,1700,3171,1.0,0,0,5,5,850,850,1927,0,98002,47.3025,-122.22399999999999,1380,5906,"47.3025,-122.22399999999999",231832265,508,D Street Southeast,,,King County,Washington,98002,37.71969191523535,234083.8730964467,235000.0,245700.0,56700.0,28,5,2014Q2,2014,2014-21,465000.0
11318,7789200070,2014-06-03,235000.0,3,1.0,1250,15603,1.0,0,0,4,7,1250,0,1959,0,98056,47.5093,-122.17200000000001,1720,10220,"47.5093,-122.17200000000001",231822431,12615,Southeast 105th Place,Glencoe,,King County,Washington,98056,16.028563101924906,421449.4133663366,380000.0,305500.0,70500.0,3,6,2014Q2,2014,2014-22,465000.0
11321,2555900030,2014-11-07,320000.0,3,1.0,1520,8870,1.5,0,0,4,7,1520,0,1951,0,98155,47.7638,-122.31700000000001,1520,7800,"47.7638,-122.31700000000001",296053222,1113,Northeast 187th Street,,,King County,Washington,98155,14.334703834899123,422794.47963800904,374000.0,416000.0,96000.0,7,11,2014Q4,2014,2014-44,439000.0
11323,7856601040,2015-02-20,745000.0,4,1.75,1990,8900,1.0,0,0,4,8,1990,0,1972,0,98006,47.5639,-122.149,2620,8925,"47.5639,-122.149",296006851,4552,143rd Avenue Southeast,,Bellevue,King County,Washington,98006,11.899734611131942,856565.3040816326,760000.0,968500.0,223500.0,20,2,2015Q1,2015,2015-07,440000.0
11324,109200390,2014-08-20,245000.0,3,1.75,1480,3900,1.0,0,0,4,7,1480,0,1980,0,98023,47.2977,-122.367,1830,6956,"47.2977,-122.367",230899195,2614,Southwest 339th Street,,,King County,Washington,98023,39.01026979760262,287419.9512195122,268750.0,318500.0,73500.0,20,8,2014Q3,2014,2014-33,450000.0
11327,7201900370,2015-05-05,440000.0,3,1.0,1250,8412,1.0,0,0,4,7,1250,0,1975,0,98052,47.7012,-122.131,1840,8976,"47.7012,-122.131",296093165,15624,Northeast 112th Street,,,King County,Washington,98052,11.713278638257773,645894.7565674256,615000.0,572000.0,132000.0,5,5,2015Q2,2015,2015-18,475000.0
11334,3580900260,2014-05-05,340000.0,5,1.0,1120,9022,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,"47.7296,-122.24",178843574,14150,75th Avenue Northeast,,,King County,Washington,98034,9.969583846551114,521148.0810313076,445000.0,442000.0,102000.0,5,5,2014Q2,2014,2014-18,465000.0
11345,3904990570,2014-05-24,496700.0,3,2.5,1740,5782,2.0,0,0,4,8,1740,0,1989,0,98029,47.5783,-122.001,2080,5782,"47.5783,-122.001",296020257,3516,253rd Court Southeast,,,King County,Washington,98029,20.572509107597345,612177.528125,574500.0,645710.0,149010.0,24,5,2014Q2,2014,2014-20,465000.0
11347,6400700189,2014-10-17,390000.0,3,1.0,1040,8075,1.0,0,0,4,7,1040,0,1961,0,98033,47.6701,-122.176,1450,8075,"47.6701,-122.176",181203669,12234,Northeast 73rd Street,,,King County,Washington,98033,7.030978875248388,803809.3596287703,678000.0,507000.0,117000.0,17,10,2014Q4,2014,2014-41,439000.0
11348,4305200070,2014-05-19,350000.0,3,2.25,1640,7200,2.0,0,0,4,8,1640,0,1985,0,98007,47.5948,-122.15299999999999,1830,8372,"47.5948,-122.15299999999999",296034680,1743,140th Court Southeast,,Bellevue,King County,Washington,98007,9.469939516220872,618189.3309352518,555000.0,455000.0,105000.0,19,5,2014Q2,2014,2014-20,465000.0
11351,2525310320,2014-10-28,290000.0,3,1.75,1590,13500,1.0,0,0,4,7,1090,500,1980,0,98038,47.3621,-122.031,1540,10375,"47.3621,-122.031",194068924,26715,233rd Court Southeast,Fernwood Estates,,King County,Washington,98038,35.42520525340065,367144.8532423208,342250.0,377000.0,87000.0,28,10,2014Q4,2014,2014-43,439000.0
11365,6303400520,2015-01-27,265000.0,2,2.0,1650,8975,1.0,0,0,5,6,1650,0,1942,0,98146,47.5073,-122.36,1260,8668,"47.5073,-122.36",233413892,10658,21st Avenue Southwest,Shorewood,Seattle,King County,Washington,98146,16.666015562222356,360914.4946619217,309000.0,344500.0,79500.0,27,1,2015Q1,2015,2015-04,440000.0
11379,1387301740,2014-09-25,370900.0,3,1.5,1200,8560,1.0,0,0,4,7,1200,0,1975,0,98011,47.7392,-122.194,1550,7800,"47.7392,-122.194",233126599,11023,Northeast 154th Street,,Bothell,King County,Washington,98011,11.973708504626757,490456.3711340206,470000.0,482170.0,111270.0,25,9,2014Q3,2014,2014-38,450000.0
11382,2821049082,2015-02-12,225000.0,2,1.0,1040,11500,1.0,0,0,5,7,1040,0,1947,0,98003,47.2791,-122.3,1300,11954,"47.2791,-122.3",232820288,2606,South 360th Street,,,King County,Washington,98003,40.34497219233193,294225.39130434784,266500.0,292500.0,67500.0,12,2,2015Q1,2015,2015-06,440000.0
11386,3260200200,2014-10-30,580000.0,3,2.25,1670,7416,1.0,0,0,4,7,1220,450,1974,0,98005,47.6028,-122.17200000000001,1710,7416,"47.6028,-122.17200000000001",296099551,12589,Southeast 7th Place,,Bellevue,King County,Washington,98005,7.79058831761184,810164.875,765475.0,754000.0,174000.0,30,10,2014Q4,2014,2014-43,439000.0
11389,4322200105,2015-03-31,229050.0,1,1.0,420,3298,1.0,0,0,4,4,420,0,1949,0,98136,47.5375,-122.391,1460,4975,"47.5375,-122.391",237143470,7323,Blake Place Southwest,,Seattle,King County,Washington,98136,15.158350310966672,551688.6730038023,489950.0,297765.0,68715.0,31,3,2015Q1,2015,2015-13,440000.0
11395,6669200370,2014-06-26,815000.0,3,2.0,2270,11989,1.0,0,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439,"47.5434,-122.229",296029827,8203,Southeast 66th Street,,,King County,Washington,98040,11.074451923265205,1194230.0212765958,993750.0,1059500.0,244500.0,26,6,2014Q2,2014,2014-25,465000.0
11403,1377800135,2015-04-02,676000.0,3,2.0,1730,6784,2.5,0,0,4,7,1730,0,1942,0,98199,47.6462,-122.40299999999999,1210,6784,"47.6462,-122.40299999999999",155876898,2842,36th Avenue West,Carleton Park,Seattle,King County,Washington,98199,10.785488985783863,791579.7341772151,687400.0,878800.0,202800.0,2,4,2015Q2,2015,2015-13,475000.0
11408,2450000320,2014-05-23,607000.0,3,1.0,1230,8114,1.0,0,0,4,7,1230,0,1951,0,98004,47.5822,-122.196,2220,8114,"47.5822,-122.196",296025729,3142,108th Avenue Southeast,,Bellevue,King County,Washington,98004,8.065961173743615,1354599.634920635,1150000.0,789100.0,182100.0,23,5,2014Q2,2014,2014-20,465000.0
11410,3389900800,2014-10-22,395000.0,2,1.75,1400,2500,1.0,0,0,5,7,710,690,1916,0,98116,47.5628,-122.391,1250,5700,"47.5628,-122.391",159451814,4609,Southwest Oregon Street,,Seattle,King County,Washington,98116,13.15152538933022,619119.3799392097,565500.0,513500.0,118500.0,22,10,2014Q4,2014,2014-42,439000.0
11411,524059208,2015-02-20,650000.0,4,1.75,1900,10454,1.0,0,0,4,7,1180,720,1954,0,98004,47.5933,-122.195,2060,11325,"47.5933,-122.195",296142554,1901,Bellevue Way Southeast,,Bellevue,King County,Washington,98004,7.154500927141595,1354599.634920635,1150000.0,845000.0,195000.0,20,2,2015Q1,2015,2015-07,440000.0
